BLDG ID, STREET ADDRESS, ZIP CODE, LAST REG, RC COUNT, DOCKET NO, CASE TYPE, CASE STATUS, FILING DATE, CLOSING DATE, CLOSE CODE, STAFF ID, MCI ITEM, CLAIM COST, ALLOW COST, WK BEG DT
319091, 302 HARMAN ST BROOKLYN NY, 11237, 2020, 0, CV210171X, X, CLOSED, 10/31/2014, 10/31/2014, CW, RX-00008-14
315718, 305 HARMAN ST BROOKLYN NY, 11237, 2020, 0, BP210056OM, OM, CLOSED, 04/15/2013, 06/20/2013, GP, ROM-00048-13, BOILER/BURNER, 10500.00, 10203.20, 01/26/2012
315718, 305 HARMAN ST BROOKLYN NY, 11237, 2020, 0, BP210056OM, OM, CLOSED, 04/15/2013, 06/20/2013, GP, ROM-00048-13, ELECTRICAL (GAS BLR), 700.00, 660.00, 12/17/2012
315718, 305 HARMAN ST BROOKLYN NY, 11237, 2020, 0, GM210098OM, OM, CLOSED, 01/30/2018, 05/23/2018, GR, ROM-00045-18, NEW ROOF, 15690.00, 15690.00, 03/21/2017
315718, 305 HARMAN ST BROOKLYN NY, 11237, 2020, 0, GM210098OM, OM, CLOSED, 01/30/2018, 05/23/2018, GR, ROM-00045-18, MAIN ENTRANCE DOOR, 6263.74, 6263.74, 03/08/2017
315718, 305 HARMAN ST BROOKLYN NY, 11237, 2020, 0, GM210098OM, OM, CLOSED, 01/30/2018, 05/23/2018, GR, ROM-00045-18, INTERCOM, 3200.00, 3200.00, 08/02/2017
338407, 313 HARMAN ST BROOKLYN NY, 11237, 2020, 0, XH210051OM, OM, CLOSED, 08/20/2009, 11/01/2010, GP, RXX-000922-18, PAINT HALLWAYS, 4182.08, 0.00, 08/30/2007
338407, 313 HARMAN ST BROOKLYN NY, 11237, 2020, 0, XH210051OM, OM, CLOSED, 08/20/2009, 11/01/2010, GP, RXX-000922-18, INSTALL FLOORS, 9335.38, 8982.27, 09/17/2007
338407, 313 HARMAN ST BROOKLYN NY, 11237, 2020, 0, XH210051OM, OM, CLOSED, 08/20/2009, 11/01/2010, GP, RXX-000922-18, STAIR RAILING, 2120.00, 0.00, 09/17/2007
338407, 313 HARMAN ST BROOKLYN NY, 11237, 2020, 0, HR210067OM, OM, CLOSED, 06/10/2019, 11/09/2020, DE, M66, NEW ROOF, 30950.00, 0, 09/15/2018
331785, 318 HARMAN ST BROOKLYN NY, 11237, 2019, 0, BR210024X, X, CLOSED, 06/18/2013, 06/21/2013, CW, RX-00007-13
307815, 77 HARRISON AVE BROOKLYN NY, 11211, 2018, 0, CV230104X, X, CLOSED, 10/24/2014, 12/05/2014, CW, RX-00009-14
314694, 22 HARRISON PL BROOKLYN NY, 11206, 2020, 0, EU210077X, X, CLOSED, 09/15/2016, 09/23/2016, CW, RX-00004-16
300784, 98 HART ST BROOKLYN NY, 11206, 2020, 0, ZA230037OM, OM, CLOSED, 01/06/2011, 08/12/2011, GP, RXA-000810-19, BURNER, 38250.00, 36850.00, 11/08/2008
300784, 98 HART ST BROOKLYN NY, 11206, 2020, 0, ZA230037OM, OM, CLOSED, 01/06/2011, 08/12/2011, GP, RXA-000810-19, HALLWAY WINDOWS, 4950.00, 4500.00, 09/24/2008
300784, 98 HART ST BROOKLYN NY, 11206, 2020, 0, ZA230037OM, OM, CLOSED, 01/06/2011, 08/12/2011, GP, RXA-000810-19, MAIN ENTRANCE DOORS, 10950.00, 10950.00, 11/15/2008
358376, 53 HART ST BROOKLYN NY, 11206, 2020, 0, GN210001OM, OM, CLOSED, 02/01/2018, 04/30/2018, GP, ROM-00023-18, HALLWAY RENOVATION, 9000.00, 0.00, 12/01/2015
358376, 53 HART ST BROOKLYN NY, 11206, 2020, 0, GN210001OM, OM, CLOSED, 02/01/2018, 04/30/2018, GP, ROM-00023-18, TV/SECURITY SYSTEM, 8300.00, 8300.00, 01/02/2017
311260, 332 HART ST BROOKLYN NY, 11206, 2018, 0, EN210036X, X, CLOSED, 02/16/2016, 02/23/2016, CW, RX-00001-16
334361, 415 HART ST BROOKLYN NY, 11221, 2020, 0, BM210014X, X, CLOSED, 01/10/2013, 01/14/2013, CW, RX-00006-13
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, BSMT/HALLWAYS REPAIR, 36618.00, 0.00, 02/26/2014
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, STEPS/FLOOR/FACADE, 14828.00, 14828.00, 09/30/2015
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, ROOF/REAR WALL, 14300.00, 6000.00, 04/08/2014
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, ELECT. METERS/RISERS, 16826.00, 0.00, 12/04/2015
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, WINDOWS/DOOR/INTERCO, 11117.00, 0.00, 01/20/2016
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, BOILER/PIPES/RISERS, 23870.00, 0.00, 12/01/2014
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, HALLWAY WOOD FLOORS, 1320.00, 0.00, 07/24/2014
355643, 546 HART ST BROOKLYN NY, 11221, 2020, 0, EN210040OM, OM, CLOSED, 02/10/2016, 01/30/2017, GP, RRO-00011-17, NEW WASHER/DRYER, 2980.00, 0.00, 06/14/2014
321866, 830 HART ST BROOKLYN NY, 11237, 2020, 0, BP210063OM, OM, CLOSED, 04/25/2013, 11/06/2013, DE, ROM-00071-13, REWIRING, 5600.00, 0, 06/03/2011
313626, 854 HART ST BROOKLYN NY, 11237, 2018, 0, YI210017X, X, CLOSED, 09/14/2010, 12/15/2010, CW, RXX-000811-18
325949, 860 HART ST BROOKLYN NY, 11237, 2018, 0, YF210031X, X, CLOSED, 06/09/2010, 07/14/2010, CW, RXX-000811-18
303849, 894 HART ST BROOKLYN NY, 11237, 2020, 0, DT210027OM, OM, CLOSED, 08/07/2015, 01/08/2016, GP, ROM-00006-16, BELL/INTERCOM, 965.00, 965.00, 08/25/2014
303849, 894 HART ST BROOKLYN NY, 11237, 2020, 0, DT210027OM, OM, CLOSED, 08/07/2015, 01/08/2016, GP, ROM-00006-16, BOILER, 17850.00, 17481.10, 10/16/2014
303849, 894 HART ST BROOKLYN NY, 11237, 2020, 0, DT210027OM, OM, CLOSED, 08/07/2015, 01/08/2016, GP, ROM-00006-16, NEW WATER HEATER, 3400.00, 3400.00, 10/16/2014
303849, 894 HART ST BROOKLYN NY, 11237, 2020, 0, DT210027OM, OM, CLOSED, 08/07/2015, 01/08/2016, GP, ROM-00006-16, BOILER WIRING, 650.00, 598.00, 02/18/2015
303849, 894 HART ST BROOKLYN NY, 11237, 2020, 0, GS210026OM, OM, CLOSED, 07/19/2018, 09/28/2018, GR, ROM-00084-18, NEW FRONT STEPS, 4000.00, 4000.00, 09/23/2017
303849, 894 HART ST BROOKLYN NY, 11237, 2020, 0, HN210044OM, OM, CLOSED, 02/15/2019, 12/19/2019, DE, ROM-00059-19, FIREPROOF BSMT DOORS, 3125.00, 0, 11/10/2018
315325, 900 HART ST BROOKLYN NY, 11237, 2019, 0, ER210008X, X, CLOSED, 06/13/2016, 06/16/2016, CW, RX-00004-16
368285, 69 HAVEMEYER ST BROOKLYN NY, 11211, 2019, 0, GT210083OM, OM, OPEN, 08/23/2018, N/A, NONE, MSP3, ENTRANCE DOOR, 4750.00, 0, 10/18/2017
368285, 69 HAVEMEYER ST BROOKLYN NY, 11211, 2019, 0, GT210083OM, OM, OPEN, 08/23/2018, N/A, NONE, MSP3, CCTV SECURITY, 4650.00, 0, 09/23/2016
368285, 69 HAVEMEYER ST BROOKLYN NY, 11211, 2019, 0, GT210083OM, OM, OPEN, 08/23/2018, N/A, NONE, MSP3, COMMON AREA FLOORING, 67000.00, 0, 07/06/2017
368285, 69 HAVEMEYER ST BROOKLYN NY, 11211, 2019, 0, GT210083OM, OM, OPEN, 08/23/2018, N/A, NONE, MSP3, EXTERIOR RESTORATION, 55200.00, 0, 07/19/2017
368285, 69 HAVEMEYER ST BROOKLYN NY, 11211, 2019, 0, GT210083OM, OM, OPEN, 08/23/2018, N/A, NONE, MSP3, NEW ROOF, 12100.00, 0, 03/15/2018
368285, 69 HAVEMEYER ST BROOKLYN NY, 11211, 2019, 0, GT210083OM, OM, OPEN, 08/23/2018, N/A, NONE, MSP3, SIDEWALK SHED, 36300.00, 0, 07/07/2017
368285, 69 HAVEMEYER ST BROOKLYN NY, 11211, 2019, 0, GT210083OM, OM, OPEN, 08/23/2018, N/A, NONE, MSP3, WINDOWS, 34650.00, 0, 06/05/2017
361412, 18 HAVEN PL BROOKLYN NY, 11233, 2018, 0, YF210006X, X, CLOSED, 06/09/2010, 07/30/2010, CW, RXX-000811-18
300010, 285 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 1, XK230079OM, OM, CLOSED, 11/10/2009, 12/07/2011, GR, RXA-000810-19, 2 REFUSE COMPACTORS, 14400.00, 14400.00, 11/27/2007
300010, 285 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 1, YG230073OM, OM, CLOSED, 07/15/2010, 12/07/2011, GP, RXA-000810-19, MODERNIZE 2 ELEVATOR, 76500.00, 74500.00, 03/26/2009
300010, 285 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 1, BW230041X, X, CLOSED, 11/22/2013, 11/26/2013, CW, RX-00013-13
305948, 45 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, ZC230060OM, OM, CLOSED, 03/16/2011, 09/12/2011, GR, RXA-000810-19, ELEVATOR UPGRADING, 60750.00, 60750.00, 03/20/2009
305948, 45 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, CN230028X, X, CLOSED, 02/20/2014, 02/26/2014, GP, RX-00003-14
305948, 45 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, DW230049OM, OM, CLOSED, 11/24/2015, 08/25/2016, GR, ROM-00092-16, BRICK POINTNG/FACADE, 19300.00, 19300.00, 07/01/2015
373713, 75 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, XA210102OM, OM, CLOSED, 01/13/2009, 04/09/2010, GP, RXX-000208-20, POINTING, 8000.00, 8000.00, 02/20/2007
373713, 75 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, XA210102OM, OM, CLOSED, 01/13/2009, 04/09/2010, GP, RXX-000208-20, NEW ROOF, 21000.00, 21000.00, 02/20/2007
373713, 75 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, XA210102OM, OM, CLOSED, 01/13/2009, 04/09/2010, GP, RXX-000208-20, POWER WASH, 12403.00, 12403.00, 02/15/2007
373713, 75 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, XA210102OM, OM, CLOSED, 01/13/2009, 04/09/2010, GP, RXX-000208-20, MAIN ENTRANCE DOORS, 8960.00, 5900.00, 05/10/2007
373713, 75 HAWTHORNE ST BROOKLYN NY, 11225, 2019, 0, CX210052OM, OM, CLOSED, 12/11/2014, 12/22/2016, GR, RISF-00030-17, PARAPET, 406246.00, 406246.00, 09/17/2012
300766, 125 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, XG210028X, X, CLOSED, 07/06/2009, 03/04/2010, GR, RXX-000811-18
300766, 125 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, CU210065X, X, CLOSED, 09/12/2014, 04/01/2015, GP, RX-00003-15
300767, 135 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, XL210022X, X, CLOSED, 12/28/2009, 03/04/2010, GR, RXX-000811-18
300767, 135 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, BR210022X, X, CLOSED, 06/07/2013, 07/05/2013, GR, RX-00008-13
312328, 181 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, BW210011OM, OM, CLOSED, 11/11/2013, 02/17/2015, GR, A66, ENTRANCE/LOBBY DOORS, 11000.00, 11000.00, 01/15/2012
312328, 181 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, BW210011OM, OM, CLOSED, 11/11/2013, 02/17/2015, GR, A66, APARTMENT WINDOWS, 126583.00, 126583.00, 01/15/2012
312328, 181 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, BW210011OM, OM, CLOSED, 11/11/2013, 02/17/2015, GR, A66, NEW ROOF, 181650.00, 181650.00, 04/10/2012
312328, 181 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, CU210035OM, OM, CLOSED, 09/18/2014, 10/05/2016, GR, ROM-00098-16, ADEQUATE WIRING, 301814.00, 301814.00, 12/29/2011
312328, 181 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, DV210100OM, OM, CLOSED, 10/27/2015, 11/23/2016, GP, RRK-00004-18, ELEVATOR UPGRADING, 196717.80, 196552.80, 07/12/2013
312328, 181 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, DV210100OM, OM, CLOSED, 10/27/2015, 11/23/2016, GP, RRK-00004-18, GAS REPIPE, 109580.00, 109580.00, 06/11/2013
322158, 250 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 0, CS230036X, X, CLOSED, 07/29/2014, 08/04/2014, CW, RX-00008-14
307545, 260 HAWTHORNE ST BROOKLYN NY, 11225, 2020, 1, YI230054X, X, CLOSED, 09/14/2010, 12/31/2010, CW, RXX-000104-20
305045, 1004 HEGEMAN AVE BROOKLYN NY, 11208, 2019, 0, ES230009X, X, CLOSED, 07/20/2016, 10/25/2016, CW, RX-00004-16
304612, 140 HENRY ST BROOKLYN NY, 11201, 2020, 0, XI210006OM, OM, CLOSED, 09/01/2009, 05/06/2010, DE, RISF-00017-15, ELECTRIC UPGRADE, 26000.00, 0, 09/22/2008
304612, 140 HENRY ST BROOKLYN NY, 11201, 2020, 0, YG210021OM, OM, CLOSED, 07/13/2010, 01/03/2011, GR, RXX-000803-19, NEW ROOF, 6400.00, 6400.00, 05/26/2010
304612, 140 HENRY ST BROOKLYN NY, 11201, 2020, 0, HM210066OM, OM, OPEN, 01/23/2019, N/A, GR, MSM, FACADE/POINTING/ETAL, 192030.00, 0, 01/05/2015
304612, 140 HENRY ST BROOKLYN NY, 11201, 2020, 0, HT210002OM, OM, OPEN, 08/05/2019, N/A, GR, MRK1, REPLACE ALL WINDOWS, 89687.00, 0, 05/02/2016
340782, 142 HENRY ST BROOKLYN NY, 11201, 2020, 0, XI230005OM, OM, CLOSED, 09/01/2009, 04/16/2010, GR, RXX-000915-18, ELECTRIC UPGRADE, 30600.00, 30600.00, 10/31/2008
340782, 142 HENRY ST BROOKLYN NY, 11201, 2020, 0, YG230020OM, OM, CLOSED, 07/13/2010, 02/02/2011, GR, RXX-000803-19, NEW ROOF, 7180.00, 7180.00, 05/27/2010
340782, 142 HENRY ST BROOKLYN NY, 11201, 2020, 0, GR210038OM, OM, OPEN, 06/25/2018, N/A, GR, MSA, NEW WINDOWS+DOORS, 55065.00, 0, 08/01/2016
340782, 142 HENRY ST BROOKLYN NY, 11201, 2020, 0, GR210038OM, OM, OPEN, 06/25/2018, N/A, GR, MSA, POINTING+FACADE, 47172.37, 0, 08/01/2016
340782, 142 HENRY ST BROOKLYN NY, 11201, 2020, 0, GV210045OM, OM, OPEN, 10/29/2018, N/A, GR, MSA, FACADE/POINT REAR, 161626.00, 0, 03/02/2015
340781, 144 HENRY ST BROOKLYN NY, 11201, 2020, 1, XH230075OM, OM, CLOSED, 08/20/2009, 03/18/2010, GR, RXX-000915-18, ELECTRIC UPGRADE, 31500.00, 31500.00, 10/22/2008
340781, 144 HENRY ST BROOKLYN NY, 11201, 2020, 1, YG230023OM, OM, CLOSED, 07/13/2010, 01/03/2011, GR, RXX-000803-19, NEW ROOF, 8100.00, 8100.00, 05/26/2010
340781, 144 HENRY ST BROOKLYN NY, 11201, 2020, 1, GR210039OM, OM, OPEN, 06/25/2018, N/A, GR, MSW2, NEW WINDOWS+DOORS, 122054.34, 0, 05/16/2017
340781, 144 HENRY ST BROOKLYN NY, 11201, 2020, 1, GW230042OM, OM, OPEN, 11/01/2018, N/A, GR, MEK1, FACADE/POINTING, 220581.00, 0, 04/13/2015
341926, 155 HENRY ST BROOKLYN NY, 11201, 2007, 2, AT230131X, X, CLOSED, 08/30/2012, 08/30/2012, CW, RX-00007-12
341608, 272 HENRY ST BROOKLYN NY, 11201, 2020, 0, AM230051OM, OM, CLOSED, 01/17/2012, 07/25/2012, DE, ROM-00047-12, SPRINKLER PIPE, 10500.00, 0, 02/10/2010
327334, 418 HENRY ST BROOKLYN NY, 11201, NR, 0, AR210026X, X, CLOSED, 06/20/2012, 06/20/2012, CW, RX-00005-12
327439, 57 HERKIMER ST BROOKLYN NY, 11216, 2020, 0, AR210028X, X, CLOSED, 06/20/2012, 06/20/2012, CW, RX-00005-12
337280, 132 HERKIMER ST BROOKLYN NY, 11216, 2020, 1, YE230005X, X, CLOSED, 05/04/2010, 05/10/2010, CW, RXX-000811-18
337281, 136 HERKIMER ST BROOKLYN NY, 11216, 2020, 2, YE230024X, X, CLOSED, 05/05/2010, 05/10/2010, CW, RXX-000811-18
337279, 140 HERKIMER ST BROOKLYN NY, 11216, 2020, 1, YE230010X, X, CLOSED, 05/04/2010, 05/10/2010, CW, RXX-000811-18
374014, 575 HERKIMER ST BROOKLYN NY, 11213, 2020, 0, BW210049OM, OM, CLOSED, 11/29/2013, 08/06/2015, GP, ROM-00042-15, ELEVATOR UPGRADING, 82785.00, 80912.50, 04/09/2012
374014, 575 HERKIMER ST BROOKLYN NY, 11213, 2020, 0, BW210049OM, OM, CLOSED, 11/29/2013, 08/06/2015, GP, ROM-00042-15, TV/SECURITY SYSTEM, 16209.00, 16209.00, 05/03/2012
374014, 575 HERKIMER ST BROOKLYN NY, 11213, 2020, 0, EU210090X, X, CLOSED, 09/20/2016, 01/20/2017, GR, RX-00001-17
304017, 393 HEWES ST BROOKLYN NY, 11211, 2020, 0, AP210026X, X, CLOSED, 04/13/2012, 04/13/2012, CW, RX-00002-12
318151, 256 HEYWARD ST BROOKLYN NY, 11206, 2020, 0, BM210027OM, OM, CLOSED, 01/17/2013, 10/15/2013, GP, ROM-00072-13, OIL BURNER/BOILER, 21638.00, 21513.00, 12/21/2010
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, BR210024OM, OM, CLOSED, 06/18/2013, 04/15/2014, GP, ROM-00013-14, BACKFLOW PREVENTER, 2050.00, 1805.00, 07/06/2012
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, BR210025OM, OM, CLOSED, 06/18/2013, 04/15/2014, GP, ROM-00013-14, BACKFLOW PREVENTER, 2050.00, 1805.00, 07/06/2012
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, BR210055OM, OM, CLOSED, 06/18/2013, 04/15/2014, GP, ROM-00013-14, BACKFLOW PREVENTER, 2050.00, 1805.00, 07/06/2012
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, BX210049OM, OM, CLOSED, 12/20/2013, 05/01/2014, GR, ROM-00020-14, NEW ROOF, 24192.60, 24192.60, 04/16/2012
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, BX210051OM, OM, CLOSED, 12/20/2013, 05/01/2014, GR, ROM-00020-14, NEW ROOF, 32045.28, 32045.28, 04/16/2012
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, BX210053OM, OM, CLOSED, 12/20/2013, 05/21/2015, GR, ROM-00031-15, NEW ROOF, 24599.12, 24599.12, 04/16/2012
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, GN210041OM, OM, CLOSED, 02/23/2018, 07/02/2018, GP, ROM-00067-18, BOILERS/BURNERS, 361686.38, 336299.50, 06/24/2016
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, GN210041OM, OM, CLOSED, 02/23/2018, 07/02/2018, GP, ROM-00067-18, SUPPLY BURNERS, 46429.74, 42645.00, 05/16/2016
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, GN210041OM, OM, CLOSED, 02/23/2018, 07/02/2018, GP, ROM-00067-18, SUPPLY BOILERS, 41424.76, 38048.00, 05/16/2016
310224, 431 HICKS ST BROOKLYN NY, 11201, 2019, 0, GN210041OM, OM, CLOSED, 02/23/2018, 07/02/2018, GP, ROM-00067-18, ENGINEER, 27000.00, 00.00, 03/18/2016
310220, 445 HICKS ST BROOKLYN NY, 11201, 2019, 0, BX210055OM, OM, CLOSED, 12/20/2013, 04/23/2014, GR, ROM-00017-14, NEW ROOF, 21822.92, 21822.92, 04/01/2012
310220, 445 HICKS ST BROOKLYN NY, 11201, 2019, 0, BX210056OM, OM, CLOSED, 12/20/2013, 04/23/2014, GR, ROM-00017-14, NEW ROOF, 22179.86, 22179.86, 04/01/2012
354072, 475A HICKS ST BROOKLYN NY, 11231, 2020, 1, XG230038OM, OM, CLOSED, 07/23/2009, 03/22/2010, DE, RXX-000915-18, SIDEWALK/STUCCO, 15500.00, 0, 11/01/2008
305251, 89 HICKS ST BROOKLYN NY, 11201, 2020, 0, YI210013OM, OM, CLOSED, 09/16/2010, 08/22/2011, GP, RXA-000810-19, NEW ROOF, 70155.00, 65000.00, 11/13/2009
305251, 89 HICKS ST BROOKLYN NY, 11201, 2020, 0, ZC210053OM, OM, CLOSED, 03/31/2011, 04/05/2012, DE, ROM-00027-12, WASTE COMPACTOR, 12300.00, 0, 10/12/2010
375127, 111 HICKS ST BROOKLYN NY, 11201, 2020, 0, YI210034X, X, CLOSED, 09/14/2010, 01/18/2011, CW, RX-00001-12
328004, 136 HICKS ST BROOKLYN NY, 11201, 2020, 3, WL230042OM, OM, CLOSED, 12/19/2008, 02/16/2010, GR, RXX-000915-18, NEW ROOF, 82810.00, 82810.00, 11/09/2007
328004, 136 HICKS ST BROOKLYN NY, 11201, 2020, 3, WL230042OM, OM, CLOSED, 12/19/2008, 02/16/2010, GR, RXX-000915-18, ASBESTOS (ROOF), 23525.00, 23525.00, 11/16/2007
328004, 136 HICKS ST BROOKLYN NY, 11201, 2020, 3, WL230042OM, OM, CLOSED, 12/19/2008, 02/16/2010, GR, RXX-000915-18, HALLWAY WINDOWS, 24380.00, 24380.00, 03/13/2008
326849, 27 HIMROD ST BROOKLYN NY, 11221, 2020, 0, GO210046OM, OM, CLOSED, 03/12/2018, 08/29/2018, GP, ROM-00075-18, EXT.WATERPROOFING, 49000.00, 30560.00, 11/01/2016
340577, 65 HIMROD ST BROOKLYN NY, 11221, 2019, 0, EP210005X, X, CLOSED, 04/14/2016, 04/15/2016, CW, RX-00002-16
328335, 243 HIMROD ST BROOKLYN NY, 11237, 2020, 0, EN210031X, X, CLOSED, 02/12/2016, 02/12/2016, CW, RX-00001-16
325551, 252 HIMROD ST BROOKLYN NY, 11237, 2020, 0, EN210030X, X, CLOSED, 02/12/2016, 02/12/2016, CW, RX-00001-16
337681, 254 HIMROD ST BROOKLYN NY, 11237, 2018, 0, XA210080OM, OM, CLOSED, 01/30/2009, 06/13/2011, GR, RXX-000803-19, ROOF, 3800.00, 3800.00, 04/24/2007
337681, 254 HIMROD ST BROOKLYN NY, 11237, 2018, 0, XA210080OM, OM, CLOSED, 01/30/2009, 06/13/2011, GR, RXX-000803-19, WIRING, 16900.00, 16900.00, 05/07/2007
337681, 254 HIMROD ST BROOKLYN NY, 11237, 2018, 0, XA210080OM, OM, CLOSED, 01/30/2009, 06/13/2011, GR, RXX-000803-19, GAS LINES, 10000.00, 10000.00, 07/19/2007
337681, 254 HIMROD ST BROOKLYN NY, 11237, 2018, 0, XA210080OM, OM, CLOSED, 01/30/2009, 06/13/2011, GR, RXX-000803-19, WALL REPAIR, 16300.00, 16300.00, 10/02/2007
337681, 254 HIMROD ST BROOKLYN NY, 11237, 2018, 0, XA210080OM, OM, CLOSED, 01/30/2009, 06/13/2011, GR, RXX-000803-19, ENTRANCE DOORS, 3950.00, 3950.00, 02/06/2008
337681, 254 HIMROD ST BROOKLYN NY, 11237, 2018, 0, XA210080OM, OM, CLOSED, 01/30/2009, 06/13/2011, GR, RXX-000803-19, POINTNG & WATERPROOF, 10000.00, 10000.00, 01/15/2008
337681, 254 HIMROD ST BROOKLYN NY, 11237, 2018, 0, BR210045X, X, CLOSED, 06/21/2013, 07/22/2013, GP, RX-00008-13
315215, 272 HIMROD ST BROOKLYN NY, 11237, 2019, 0, GS210090OM, OM, OPEN, 07/20/2018, N/A, NONE, MSA, ENTRANCE DOOR, 5000.00, 0, 03/31/2017
315215, 272 HIMROD ST BROOKLYN NY, 11237, 2019, 0, GS210090OM, OM, OPEN, 07/20/2018, N/A, NONE, MSA, FLOORING, 25000.00, 0, 03/31/2017
315215, 272 HIMROD ST BROOKLYN NY, 11237, 2019, 0, GS210090OM, OM, OPEN, 07/20/2018, N/A, NONE, MSA, STAIRS, 30000.00, 0, 03/31/2017
315215, 272 HIMROD ST BROOKLYN NY, 11237, 2019, 0, GS210090OM, OM, OPEN, 07/20/2018, N/A, NONE, MSA, HOT WATER HEATER, 5000.00, 0, 03/31/2017
315215, 272 HIMROD ST BROOKLYN NY, 11237, 2019, 0, GS210090OM, OM, OPEN, 07/20/2018, N/A, NONE, MSA, STRUCTURAL STEEL, 3187.86, 0, 04/16/2018
339692, 285 HIMROD ST BROOKLYN NY, 11237, 2011, 0, YF210087OM, OM, CLOSED, 06/03/2010, 03/21/2011, GR, RXX-000803-19, (2) WATER HEATERS, 3850.00, 3850.00, 06/10/2008
370027, 288 HIMROD ST BROOKLYN NY, 11237, 2019, 0, EN210060OM, OM, CLOSED, 02/29/2016, 06/28/2016, GR, ROM-00064-16, NEW ROOF, 13000.00, 13000.00, 09/01/2014
327882, 386 HIMROD ST BROOKLYN NY, 11237, 2020, 0, BX210054OM, OM, CLOSED, 12/31/2013, 10/02/2014, GP, ROM-00072-14, GAS BOILER, 19000.00, 18010.90, 05/13/2013
327882, 386 HIMROD ST BROOKLYN NY, 11237, 2020, 0, BX210054OM, OM, CLOSED, 12/31/2013, 10/02/2014, GP, ROM-00072-14, HOT WATER HEATERS 2, 1400.00, 0.00, 05/13/2013
366507, 413 HIMROD ST BROOKLYN NY, 11237, 2019, 0, EU230120X, X, CLOSED, 09/20/2016, 09/22/2016, CW, RX-00005-16
314819, 2134 HOMECREST AVE BROOKLYN NY, 11229, 2020, 0, XI210024X, X, CLOSED, 09/14/2009, 04/20/2010, GR, RXX-000811-18
314819, 2134 HOMECREST AVE BROOKLYN NY, 11229, 2020, 0, EW210047OM, OM, CLOSED, 11/16/2016, 03/20/2017, GP, ROM-00022-17, REPLACE WINDOWS, 205530.00, 205084.00, 06/17/2016
314819, 2134 HOMECREST AVE BROOKLYN NY, 11229, 2020, 0, EW210047OM, OM, CLOSED, 11/16/2016, 03/20/2017, GP, ROM-00022-17, TV/SECURITY SYSTEM, 10000.00, 10000.00, 09/21/2016
314819, 2134 HOMECREST AVE BROOKLYN NY, 11229, 2020, 0, IN210009OM, OM, OPEN, 02/10/2020, N/A, GP, MMC3, NEW ROOF, 107000.00, 0, 05/25/2019
314819, 2134 HOMECREST AVE BROOKLYN NY, 11229, 2020, 0, IN210009OM, OM, OPEN, 02/10/2020, N/A, GP, MMC3, COURTYARD & WALKWAYS, 36000.00, 0, 05/25/2019
