BLDG ID, STREET ADDRESS, ZIP CODE, LAST REG, RC COUNT, DOCKET NO, CASE TYPE, CASE STATUS, FILING DATE, CLOSING DATE, CLOSE CODE, STAFF ID, MCI ITEM, CLAIM COST, ALLOW COST, WK BEG DT
325283, 633 E 16TH ST BROOKLYN NY, 11226, 2020, 0, AP210072OM, OM, CLOSED, 04/24/2012, 10/01/2012, GP, ROM-00071-12, ENTRANCE DOOR, 4775.00, 4775.00, 10/21/2010
325283, 633 E 16TH ST BROOKLYN NY, 11226, 2020, 0, DP210053X, X, CLOSED, 04/03/2015, 09/11/2015, GR, RX-00005-15
325283, 633 E 16TH ST BROOKLYN NY, 11226, 2020, 0, HO210059OM, OM, OPEN, 03/26/2019, N/A, GR, MLN, SKYLIGHT WINDOWS, 9205.00, 0, 03/29/2017
325283, 633 E 16TH ST BROOKLYN NY, 11226, 2020, 0, HO210059OM, OM, OPEN, 03/26/2019, N/A, GR, MLN, APT ENTRY DOORS, 13200.00, 0, 05/30/2017
325283, 633 E 16TH ST BROOKLYN NY, 11226, 2020, 0, HO210059OM, OM, OPEN, 03/26/2019, N/A, GR, MLN, ROOF DOORS, 2050.00, 0, 05/28/2017
325283, 633 E 16TH ST BROOKLYN NY, 11226, 2020, 0, HO210059OM, OM, OPEN, 03/26/2019, N/A, GR, MLN, HALLWAY TILES/STAIRS, 138775.52, 0, 06/05/2017
317073, 1323 E 16TH ST BROOKLYN NY, 11230, 2019, 0, ZH230062OM, OM, CLOSED, 08/16/2011, 12/23/2011, GP, RXA-000810-19, BURNER, 19000.00, 18708.00, 09/01/2008
317073, 1323 E 16TH ST BROOKLYN NY, 11230, 2019, 0, BU230013X, X, CLOSED, 09/06/2013, 09/27/2013, GR, RX-00011-13
370851, 2035 E 16TH ST BROOKLYN NY, 11229, 2020, 0, BN210010OM, OM, CLOSED, 02/08/2013, 04/12/2013, GP, ROM-00030-13, ELEVATOR UPGRADING, 65000.00, 63952.00, 10/02/2012
370851, 2035 E 16TH ST BROOKLYN NY, 11229, 2020, 0, DM210037X, X, CLOSED, 01/15/2015, 02/19/2015, GR, RX-00003-15
333959, 2075 E 16TH ST BROOKLYN NY, 11229, 2020, 0, HR210158OM, OM, OPEN, 06/03/2019, N/A, NONE, MAS4, REWIRING, 204885.00, 0, 10/25/2018
333959, 2075 E 16TH ST BROOKLYN NY, 11229, 2020, 0, HR210158OM, OM, OPEN, 06/03/2019, N/A, NONE, MAS4, REPIPING, 257316.60, 0, 11/01/2018
333959, 2075 E 16TH ST BROOKLYN NY, 11229, 2020, 0, HR210158OM, OM, OPEN, 06/03/2019, N/A, NONE, MAS4, NEW ROOF, 36000.00, 0, 07/21/2017
317849, 2775 E 16TH ST BROOKLYN NY, 11235, 2019, 0, XK230082OM, OM, CLOSED, 11/30/2009, 02/11/2011, DE, RXX-000803-19, FACADE RESTORATION, 170950.00, 0, 08/16/2007
317849, 2775 E 16TH ST BROOKLYN NY, 11235, 2019, 0, CR230042OM, OM, CLOSED, 06/18/2014, 02/04/2016, GP, RISF-00036-16, ENTRANCE DOORS, 9000.00, 0.00, 12/19/2013
317849, 2775 E 16TH ST BROOKLYN NY, 11235, 2019, 0, CR230042OM, OM, CLOSED, 06/18/2014, 02/04/2016, GP, RISF-00036-16, COMPACTORS, 18000.00, 0.00, 11/21/2012
317849, 2775 E 16TH ST BROOKLYN NY, 11235, 2019, 0, CR230042OM, OM, CLOSED, 06/18/2014, 02/04/2016, GP, RISF-00036-16, ELEVATOR UPGRADING, 195800.00, 195510.00, 03/31/2011
317849, 2775 E 16TH ST BROOKLYN NY, 11235, 2019, 0, CR230042OM, OM, CLOSED, 06/18/2014, 02/04/2016, GP, RISF-00036-16, TV/SECURITY SYSTEM, 8499.29, 7791.76, 08/16/2013
317849, 2775 E 16TH ST BROOKLYN NY, 11235, 2019, 0, CR230042OM, OM, CLOSED, 06/18/2014, 02/04/2016, GP, RISF-00036-16, BASEMENT WINDOWS, 13740.00, 0.00, 01/16/2013
317849, 2775 E 16TH ST BROOKLYN NY, 11235, 2019, 0, CV230122X, X, CLOSED, 10/24/2014, 03/27/2015, CW, RX-00001-15
301004, 49 E 17TH ST BROOKLYN NY, 11226, 2020, 0, AX210028OM, OM, CLOSED, 12/14/2012, 03/18/2013, GP, ROM-00019-13, REWIRING, 80087.50, 78272.00, 11/03/2011
301005, 61 E 17TH ST BROOKLYN NY, 11226, 2020, 0, AX210029OM, OM, CLOSED, 12/14/2012, 03/18/2013, GP, ROM-00102-13, REWIRING, 70812.50, 69269.00, 11/25/2011
301005, 61 E 17TH ST BROOKLYN NY, 11226, 2020, 0, FP210004OM, OM, CLOSED, 04/05/2017, 05/24/2017, GR, ROM-00045-17, BURNER, 52470.00, 52470.00, 08/29/2016
328156, 7 E 17TH ST BROOKLYN NY, 11226, 2020, 0, CQ210001X, X, CLOSED, 05/01/2014, 05/01/2014, CW, RX-00003-14
325284, 17 E 17TH ST BROOKLYN NY, 11226, 2020, 0, ZG210048OM, OM, CLOSED, 07/21/2011, 01/11/2012, GR, ROM-00005-12, BOILER/BURNER, 54000.00, 54000.00, 05/20/2009
505046, 28 E 17TH ST BROOKLYN NY, 11226, 2020, 0, GO210003OM, OM, CLOSED, 03/06/2018, 05/09/2018, GP, RRT-00007-18, BACKFLOW, 6525.00, 6260.00, 10/27/2015
505046, 28 E 17TH ST BROOKLYN NY, 11226, 2020, 0, GO210003OM, OM, CLOSED, 03/06/2018, 05/09/2018, GP, RRT-00007-18, NEW ROOF, 11850.00, 11850.00, 11/01/2017
327620, 180 E 17TH ST BROOKLYN NY, 11226, 2020, 0, GU210040OM, OM, CLOSED, 09/21/2018, 04/22/2019, GR, ROM-00022-19, ELEVATOR UPGRADING, 191850.00, 191850.00, 07/05/2016
374032, 200 E 17TH ST BROOKLYN NY, 11226, 2018, 0, AT210116X, X, CLOSED, 08/23/2012, 09/28/2012, GR, RX-00010-12
374032, 200 E 17TH ST BROOKLYN NY, 11226, 2018, 0, DT210039OM, OM, CLOSED, 08/25/2015, 04/01/2016, GP, ROM-00034-16, ELEVATOR UPGRADING, 133000.00, 131405.00, 10/01/2013
374032, 200 E 17TH ST BROOKLYN NY, 11226, 2018, 0, EO210061OM, OM, CLOSED, 03/22/2016, 08/03/2016, GP, ROM-00081-16, BACKFLOW PREVENTION, 15500.00, 14723.80, 08/13/2014
365043, 222 E 17TH ST BROOKLYN NY, 11226, 2018, 0, DT210033OM, OM, CLOSED, 08/26/2015, 08/22/2016, GP, ROM-00077-16, ELEVATOR UPGRADING, 133000.00, 107755.20, 10/01/2013
365043, 222 E 17TH ST BROOKLYN NY, 11226, 2018, 0, EO210063OM, OM, CLOSED, 03/22/2016, 08/05/2016, GP, ROM-00081-16, BACKFLOW PREVENTION, 18500.00, 18223.80, 08/13/2014
306198, 383 E 17TH ST BROOKLYN NY, 11226, 2020, 0, EX210104OM, OM, CLOSED, 12/14/2016, 06/15/2017, DE, A66, WATER BOOSTER SYSTEM, 8975.00, 0, 04/30/2014
306198, 383 E 17TH ST BROOKLYN NY, 11226, 2020, 0, EX210104OM, OM, CLOSED, 12/14/2016, 06/15/2017, DE, A66, BACKFLOW PREVENTER, 9500.00, 0, 08/14/2013
373263, 400 E 17TH ST BROOKLYN NY, 11226, 2020, 0, CU210079X, X, CLOSED, 09/18/2014, 12/11/2014, CW, RX-00009-14
373263, 400 E 17TH ST BROOKLYN NY, 11226, 2020, 0, CV210029X, X, CLOSED, 10/20/2014, 03/31/2015, CW, RX-00002-15
373263, 400 E 17TH ST BROOKLYN NY, 11226, 2020, 0, EU230082X, X, CLOSED, 09/15/2016, 09/28/2016, CW, RX-00001-17
338857, 415 E 17TH ST BROOKLYN NY, 11226, 2020, 0, BM210063OM, OM, CLOSED, 01/25/2013, 08/16/2013, GP, RISF-00104-17, ELEVATOR UPGRADING, 274813.06, 245568.00, 03/01/2012
338857, 415 E 17TH ST BROOKLYN NY, 11226, 2020, 0, BM210063OM, OM, CLOSED, 01/25/2013, 08/16/2013, GP, RISF-00104-17, ELEVATOR CONSULTANT, 7500.00, 0.00, 05/16/2011
338857, 415 E 17TH ST BROOKLYN NY, 11226, 2020, 0, FQ210014OM, OM, CLOSED, 05/12/2017, 08/09/2017, GP, ROM-00069-17, DOORS-ENTRANCE, 8980.00, 8980.00, 01/28/2016
338857, 415 E 17TH ST BROOKLYN NY, 11226, 2020, 0, FQ210014OM, OM, CLOSED, 05/12/2017, 08/09/2017, GP, ROM-00069-17, LOCK SYSTEM/DOORS, 2466.02, 2265.00, 02/26/2016
338857, 415 E 17TH ST BROOKLYN NY, 11226, 2020, 0, GU210050OM, OM, CLOSED, 09/14/2018, 03/15/2019, GR, ROM-00015-19, HALLWAY WINDOWS, 31000.00, 31000.00, 06/20/2018
315206, 416 E 17TH ST BROOKLYN NY, 11226, 2020, 0, BQ230033X, X, CLOSED, 05/24/2013, 06/12/2013, GP, RX-00010-13
300277, 580 E 17TH ST BROOKLYN NY, 11226, 2019, 0, ZI230041OM, OM, CLOSED, 09/21/2011, 05/03/2012, GP, ROM-00034-12, ELEVATOR UPGRADING, 51635.00, 49635.00, 01/04/2010
300277, 580 E 17TH ST BROOKLYN NY, 11226, 2019, 0, ZI230041OM, OM, CLOSED, 09/21/2011, 05/03/2012, GP, ROM-00034-12, TV/SECURITY SYSTEM, 13257.00, 12117.00, 07/28/2011
300277, 580 E 17TH ST BROOKLYN NY, 11226, 2019, 0, ZJ210004OM, OM, CLOSED, 10/04/2011, 05/23/2012, GP, ROM-00037-12, ELEVATOR UPGRADING, 50950.00, 0.00, 01/04/2010
300277, 580 E 17TH ST BROOKLYN NY, 11226, 2019, 0, ZJ210004OM, OM, CLOSED, 10/04/2011, 05/23/2012, GP, ROM-00037-12, TV/SECURITY SYSTEM, 22297.50, 22297.50, 07/28/2011
300277, 580 E 17TH ST BROOKLYN NY, 11226, 2019, 0, DP230052X, X, CLOSED, 04/03/2015, 07/09/2015, CW, RX-00004-15
300277, 580 E 17TH ST BROOKLYN NY, 11226, 2019, 0, EU210110X, X, CLOSED, 09/20/2016, 01/20/2017, GR, RX-00001-17
340643, 628 E 17TH ST BROOKLYN NY, 11226, 2020, 0, AU230005X, X, CLOSED, 09/06/2012, 09/11/2012, GP, RX-00010-12
340643, 628 E 17TH ST BROOKLYN NY, 11226, 2020, 0, EM210088OM, OM, CLOSED, 01/20/2016, 06/29/2016, GR, ROM-00063-16, ROOF PROJECT, 54150.00, 54150.00, 04/14/2015
340643, 628 E 17TH ST BROOKLYN NY, 11226, 2020, 0, GM210003X, X, CLOSED, 01/10/2018, 01/11/2018, GR, RX-00001-18
304983, 800 E 17TH ST BROOKLYN NY, 11230, 2020, 0, FU210079OM, OM, CLOSED, 09/15/2017, 10/31/2019, DE, ROM-00045-19, EXTERIOR RESTORATION, 102650.00, 0, 08/30/2015
312327, 840 E 17TH ST BROOKLYN NY, 11230, 2020, 0, BW210052OM, OM, CLOSED, 11/15/2013, 05/22/2015, GP, ROM-00031-15, ELEVATOR UPGRADING, 76285.00, 74285.00, 01/19/2012
312327, 840 E 17TH ST BROOKLYN NY, 11230, 2020, 0, BW210052OM, OM, CLOSED, 11/15/2013, 05/22/2015, GP, ROM-00031-15, TV/SECURITY SYSTEM, 13365.00, 13365.00, 01/10/2012
312327, 840 E 17TH ST BROOKLYN NY, 11230, 2020, 0, DS210012X, X, CLOSED, 07/16/2015, 08/27/2015, GR, RX-00005-15
373490, 1279 E 17TH ST BROOKLYN NY, 11230, 2020, 0, WI210102X, X, CLOSED, 09/29/2008, 12/31/2010, GR, RXX-000811-18
373708, 1577 E 17TH ST BROOKLYN NY, 11230, 2020, 0, YF210007X, X, CLOSED, 06/09/2010, 07/26/2010, CW, RXX-000811-18
301721, 1781 E 17TH ST BROOKLYN NY, 11229, 2020, 0, YE210040X, X, CLOSED, 05/05/2010, 07/23/2010, GP, RXX-000811-18
300575, 1837 E 17TH ST BROOKLYN NY, 11229, 2020, 1, FX230078OM, OM, CLOSED, 12/14/2017, 05/10/2018, GR, ROM-00047-18, WINDOWS, 94800.36, 94800.36, 05/18/2016
324971, 2147 E 17TH ST BROOKLYN NY, 11229, 2020, 0, XI230085OM, OM, CLOSED, 09/15/2009, 07/21/2010, GP, RXX-000922-18, WINDOWS, 156960.00, 156960.00, 05/01/2008
324971, 2147 E 17TH ST BROOKLYN NY, 11229, 2020, 0, XI230085OM, OM, CLOSED, 09/15/2009, 07/21/2010, GP, RXX-000922-18, ELEVATOR UPGRADE, 120885.00, 120885.00, 09/05/2008
324971, 2147 E 17TH ST BROOKLYN NY, 11229, 2020, 0, XI230085OM, OM, CLOSED, 09/15/2009, 07/21/2010, GP, RXX-000922-18, ELEVATOR CAB, 18275.76, 18275.76, 11/01/2008
324971, 2147 E 17TH ST BROOKLYN NY, 11229, 2020, 0, XI230085OM, OM, CLOSED, 09/15/2009, 07/21/2010, GP, RXX-000922-18, CONSULTING FEE, 6500.00, 0.00, 03/01/2008
324971, 2147 E 17TH ST BROOKLYN NY, 11229, 2020, 0, DN210091OM, OM, CLOSED, 02/18/2015, 12/22/2015, GR, ROM-00082-15, PLUMBING/GAS REPIPE, 577326.70, 577326.70, 05/02/2012
301779, 20 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210020OM, OM, CLOSED, 04/12/2017, 11/29/2017, GP, ROM-00090-17, BACKFLOW PREVENTER, 6300.00, 6105.00, 03/05/2015
301779, 20 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210020OM, OM, CLOSED, 04/12/2017, 11/29/2017, GP, ROM-00090-17, ENTRANCE DOOR, 3200.00, 3200.00, 03/31/2015
301779, 20 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210020OM, OM, CLOSED, 04/12/2017, 11/29/2017, GP, ROM-00090-17, APARTMENT WINDOWS, 200445.00, 197809.50, 12/12/2014
301779, 20 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210020OM, OM, CLOSED, 04/12/2017, 11/29/2017, GP, ROM-00090-17, BURNER, 55000.00, 53933.00, 12/26/2016
301778, 50 E 18TH ST BROOKLYN NY, 11226, 2020, 0, BS210061X, X, CLOSED, 07/26/2013, 08/07/2013, CW, RX-00004-13
301778, 50 E 18TH ST BROOKLYN NY, 11226, 2020, 0, CU210081X, X, CLOSED, 09/18/2014, 12/11/2014, CW, RTX-0001-14
301778, 50 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210032OM, OM, CLOSED, 04/13/2017, 11/29/2017, GP, ROM-00090-17, APARTMENT WINDOWS, 200445.00, 198245.00, 09/22/2014
301778, 50 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210032OM, OM, CLOSED, 04/13/2017, 11/29/2017, GP, ROM-00090-17, BACKFLOW PREVENTER, 6300.00, 5755.00, 03/05/2015
301778, 50 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210032OM, OM, CLOSED, 04/13/2017, 11/29/2017, GP, ROM-00090-17, WATERPROOFING/FACADE, 54500.00, 51500.00, 06/09/2015
301778, 50 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210032OM, OM, CLOSED, 04/13/2017, 11/29/2017, GP, ROM-00090-17, ENTRANCE DOOR, 3200.00, 3200.00, 03/31/2015
301778, 50 E 18TH ST BROOKLYN NY, 11226, 2020, 0, FP210032OM, OM, CLOSED, 04/13/2017, 11/29/2017, GP, ROM-00090-17, BURNER, 55000.00, 53768.00, 12/26/2016
301177, 100 E 18TH ST BROOKLYN NY, 11226, 2020, 0, AW210029X, X, CLOSED, 11/26/2012, 11/29/2012, CW, RX-00012-12
301177, 100 E 18TH ST BROOKLYN NY, 11226, 2020, 0, EU210119X, X, CLOSED, 09/20/2016, 09/22/2016, CW, RX-00005-16
341503, 130 E 18TH ST BROOKLYN NY, 11226, 2020, 0, ER210040OM, OM, CLOSED, 06/01/2016, 12/27/2016, GR, ROM-00125-16, BOILER/BURNER, 141803.30, 141803.30, 07/01/2014
373016, 145 E 18TH ST BROOKLYN NY, 11226, 2020, 0, ER210010X, X, CLOSED, 06/13/2016, 06/17/2016, CW, RX-00004-16
348532, 180 E 18TH ST BROOKLYN NY, 11226, 2017, 0, DO230006X, X, CLOSED, 03/03/2015, 04/13/2015, CW, RX-00002-15
322147, 189 E 18TH ST BROOKLYN NY, 11226, 2020, 0, BV210043OM, OM, CLOSED, 10/11/2013, 04/10/2014, GP, ROM-00019-14, BOILER/BURNER, 116000.00, 115440.00, 02/12/2013
322147, 189 E 18TH ST BROOKLYN NY, 11226, 2020, 0, GP210010OM, OM, CLOSED, 04/13/2018, 12/11/2018, GP, ROM-00104-18, ELEVATOR UPGRADING, 148002.02, 146345.42, 06/11/2017
322147, 189 E 18TH ST BROOKLYN NY, 11226, 2020, 0, GP210010OM, OM, CLOSED, 04/13/2018, 12/11/2018, GP, ROM-00104-18, COMPACTOR + HOPPER, 16668.76, 15310.00, 03/07/2018
322147, 189 E 18TH ST BROOKLYN NY, 11226, 2020, 0, GQ210006OM, OM, CLOSED, 05/04/2018, 11/07/2018, GR, ROM-00100-18, HALLWAY WINDOWS, 18100.00, 18100.00, 03/14/2018
301481, 200 E 18TH ST BROOKLYN NY, 11226, 2020, 1, FU230067OM, OM, CLOSED, 09/13/2017, 04/11/2018, GP, ROM-00111-18, CONCRETE WORK, 29688.00, 25088.00, 08/14/2015
301481, 200 E 18TH ST BROOKLYN NY, 11226, 2020, 1, FU230067OM, OM, CLOSED, 09/13/2017, 04/11/2018, GP, ROM-00111-18, ELEVATOR UPGRADING, 78070.00, 76784.00, 10/14/2015
301481, 200 E 18TH ST BROOKLYN NY, 11226, 2020, 1, GO230006OM, OM, CLOSED, 03/06/2018, 07/02/2018, GP, ROM-00063-18, BOILER/BURNER/HEATER, 131200.00, 130063.00, 06/15/2016
345534, 201 E 18TH ST BROOKLYN NY, 11226, 2019, 1, BX230080OM, OM, CLOSED, 12/27/2013, 11/24/2015, GP, ROM-00069-15, ELEVATOR UPGRADING, 49700.00, 48806.50, 07/05/2012
345534, 201 E 18TH ST BROOKLYN NY, 11226, 2019, 1, BX230080OM, OM, CLOSED, 12/27/2013, 11/24/2015, GP, ROM-00069-15, NEW ROOF, 53223.00, 48740.00, 07/19/2012
300618, 220 E 18TH ST BROOKLYN NY, 11226, 2020, 0, EM210097OM, OM, CLOSED, 01/20/2016, 11/08/2016, GP, ROM-00116-16, ELEVATOR/CABS, 353125.00, 351330.00, 02/09/2013
300618, 220 E 18TH ST BROOKLYN NY, 11226, 2020, 0, EM210097OM, OM, CLOSED, 01/20/2016, 11/08/2016, GP, ROM-00116-16, CONCRETE/FENCE/RAIL, 90600.00, 47400.00, 07/18/2013
300618, 220 E 18TH ST BROOKLYN NY, 11226, 2020, 0, EM210097OM, OM, CLOSED, 01/20/2016, 11/08/2016, GP, ROM-00116-16, DOORS, 16470.00, 16470.00, 01/13/2014
300618, 220 E 18TH ST BROOKLYN NY, 11226, 2020, 0, EM210097OM, OM, CLOSED, 01/20/2016, 11/08/2016, GP, ROM-00116-16, SECURITY CAMERAS, 19248.45, 17500.00, 06/08/2013
300618, 220 E 18TH ST BROOKLYN NY, 11226, 2020, 0, EM210097OM, OM, CLOSED, 01/20/2016, 11/08/2016, GP, ROM-00116-16, ELEVATOR CONSULTING, 11500.00, 0.00, 03/11/2014
300618, 220 E 18TH ST BROOKLYN NY, 11226, 2020, 0, GN210010X, X, CLOSED, 02/16/2018, 02/20/2018, GP, RX-00001-18
303017, 221 E 18TH ST BROOKLYN NY, 11226, 2020, 0, YE230057OM, OM, CLOSED, 05/19/2010, 12/10/2010, GP, RXX-000922-18, ELEVATOR, 110000.00, 106804.00, 05/12/2009
303017, 221 E 18TH ST BROOKLYN NY, 11226, 2020, 0, BT210005X, X, CLOSED, 08/06/2013, 08/30/2013, GR, RX-00009-13
340256, 287 E 18TH ST BROOKLYN NY, 11226, 2020, 1, WI230075OM, OM, CLOSED, 09/29/2008, 12/17/2010, GR, RXX-000125-20, ELEVATOR UPGRADING, 137700.00, 137700.00, 06/30/2006
340256, 287 E 18TH ST BROOKLYN NY, 11226, 2020, 1, WI230075OM, OM, CLOSED, 09/29/2008, 12/17/2010, GR, RXX-000125-20, ELEVATOR SHAFTWAY, 30000.00, 30000.00, 06/30/2006
340256, 287 E 18TH ST BROOKLYN NY, 11226, 2020, 1, CU230023X, X, CLOSED, 09/04/2014, 09/10/2014, CW, RX-00006-14
340256, 287 E 18TH ST BROOKLYN NY, 11226, 2020, 1, GN230053OM, OM, CLOSED, 02/23/2018, 12/14/2018, GR, ROM-00102-18, NEW ROOF, 25000.00, 25000.00, 09/22/2017
340256, 287 E 18TH ST BROOKLYN NY, 11226, 2020, 1, GN230053OM, OM, CLOSED, 02/23/2018, 12/14/2018, GR, ROM-00102-18, ROOF SKYLIGHT, 3200.00, 3200.00, 02/27/2017
340256, 287 E 18TH ST BROOKLYN NY, 11226, 2020, 1, GN230053OM, OM, CLOSED, 02/23/2018, 12/14/2018, GR, ROM-00102-18, NEW ENTRANCE DOOR, 10950.00, 10950.00, 02/27/2017
340256, 287 E 18TH ST BROOKLYN NY, 11226, 2020, 1, GN230053OM, OM, CLOSED, 02/23/2018, 12/14/2018, GR, ROM-00102-18, NEW LOBBY EXIT DOOR, 1425.00, 1425.00, 02/27/2017
372564, 616 E 18TH ST BROOKLYN NY, 11226, 2020, 0, YA210030X, X, CLOSED, 01/26/2010, 02/17/2010, CW, RXX-000811-18
372564, 616 E 18TH ST BROOKLYN NY, 11226, 2020, 0, AN210003OM, OM, CLOSED, 02/03/2012, 04/29/2013, GP, ROM-00025-13, BOILER, 138000.00, 111000.00, 10/28/2010
372564, 616 E 18TH ST BROOKLYN NY, 11226, 2020, 0, AN210003OM, OM, CLOSED, 02/03/2012, 04/29/2013, GP, ROM-00025-13, ASBESTOS, 16200.00, 13200.00, 07/07/2010
372564, 616 E 18TH ST BROOKLYN NY, 11226, 2020, 0, CP210007X, X, CLOSED, 04/22/2014, 05/16/2014, GR, RX-00006-14
372564, 616 E 18TH ST BROOKLYN NY, 11226, 2020, 0, EP210002OM, OM, CLOSED, 04/01/2016, 01/26/2017, GP, ROM-00001-17, EXTERIOR RESTORATION, 818567.00, 776902.60, 03/31/2012
327926, 1269 E 18TH ST BROOKLYN NY, 11230, 2020, 0, CP230047OM, OM, CLOSED, 04/21/2014, 04/16/2018, GP, ROM-00032-18, BURNER, 37000.00, 36337.00, 11/26/2012
327926, 1269 E 18TH ST BROOKLYN NY, 11230, 2020, 0, CP230047OM, OM, CLOSED, 04/21/2014, 04/16/2018, GP, ROM-00032-18, TV/SECURITY SYSTEM, 13539.10, 13539.10, 04/03/2012
327926, 1269 E 18TH ST BROOKLYN NY, 11230, 2020, 0, CP230047OM, OM, CLOSED, 04/21/2014, 04/16/2018, GP, ROM-00032-18, BRICKPOINTING, 16400.00, 16400.00, 05/02/2012
327926, 1269 E 18TH ST BROOKLYN NY, 11230, 2020, 0, DX230094OM, OM, CLOSED, 12/08/2015, 11/28/2017, GP, ROM-00088-17, REWIRING, 127000.00, 124922.50, 01/13/2014
327926, 1269 E 18TH ST BROOKLYN NY, 11230, 2020, 0, DX230094OM, OM, CLOSED, 12/08/2015, 11/28/2017, GP, ROM-00088-17, BACKFLOW PREVENTOR, 5200.00, 4655.00, 04/08/2014
347548, 1270 E 18TH ST BROOKLYN NY, 11230, 2020, 0, YE230011X, X, CLOSED, 05/04/2010, 05/10/2010, CW, RXX-000811-18
300247, 1350 E 18TH ST BROOKLYN NY, 11230, 2020, 0, DO230092OM, OM, CLOSED, 03/20/2015, 07/03/2017, GP, ROM-00055-17, POINTNG & WATERPROOF, 28500.00, 28500.00, 04/09/2014
300247, 1350 E 18TH ST BROOKLYN NY, 11230, 2020, 0, DO230092OM, OM, CLOSED, 03/20/2015, 07/03/2017, GP, ROM-00055-17, BOILER/BURNER, 90000.00, 67964.60, 05/06/2014
372213, 1355 E 18TH ST BROOKLYN NY, 11230, 2020, 0, AO210072OM, OM, CLOSED, 03/28/2012, 10/19/2012, DE, ROM-00083-12, ELEVATOR UPGRADING, 48000.00, 0, 11/01/2009
372213, 1355 E 18TH ST BROOKLYN NY, 11230, 2020, 0, AO210072OM, OM, CLOSED, 03/28/2012, 10/19/2012, DE, ROM-00083-12, ELEVATOR CAB TILES, 2600.00, 0, 01/30/2010
372213, 1355 E 18TH ST BROOKLYN NY, 11230, 2020, 0, AO210072OM, OM, CLOSED, 03/28/2012, 10/19/2012, DE, ROM-00083-12, SECURITY CAMERAS, 8316.00, 0, 07/10/2009
313028, 1675 E 18TH ST BROOKLYN NY, 11229, 2019, 0, ZH230047OM, OM, CLOSED, 08/05/2011, 12/07/2011, GR, RXA-000810-19, ELEVATOR UPGRADING, 54800.00, 54800.00, 06/30/2009
313028, 1675 E 18TH ST BROOKLYN NY, 11229, 2019, 0, CW230029X, X, CLOSED, 11/13/2014, 08/26/2015, GR, RX-00005-15
340225, 1717 E 18TH ST BROOKLYN NY, 11229, 2020, 0, XK210071OM, OM, CLOSED, 11/20/2009, 11/22/2010, DE, RXX-000922-18, EXTERIOR REPAIR (1), 383510.00, 0, 11/09/2007
340225, 1717 E 18TH ST BROOKLYN NY, 11229, 2020, 0, XK210071OM, OM, CLOSED, 11/20/2009, 11/22/2010, DE, RXX-000922-18, EXTERIOR REPAIR (2), 614799.00, 0, 09/01/2008
340225, 1717 E 18TH ST BROOKLYN NY, 11229, 2020, 0, XK210071OM, OM, CLOSED, 11/20/2009, 11/22/2010, DE, RXX-000922-18, SIDEWALK SHED, 15747.68, 0, 06/07/2007
340225, 1717 E 18TH ST BROOKLYN NY, 11229, 2020, 0, XK210071OM, OM, CLOSED, 11/20/2009, 11/22/2010, DE, RXX-000922-18, ENGINEER/ARCHITECT, 104102.74, 0, 05/24/2007
340225, 1717 E 18TH ST BROOKLYN NY, 11229, 2020, 0, YE210032X, X, CLOSED, 05/05/2010, 07/29/2010, CW, RXX-000811-18
305311, 1745 E 18TH ST BROOKLYN NY, 11229, 2019, 0, AP230044X, X, CLOSED, 04/24/2012, 04/26/2012, GP, RX-00004-12
305311, 1745 E 18TH ST BROOKLYN NY, 11229, 2019, 0, CT230019X, X, CLOSED, 08/20/2014, 08/28/2014, CW, RX-00006-14
301794, 1775 E 18TH ST BROOKLYN NY, 11229, 2020, 1, ZI230012OM, OM, CLOSED, 09/07/2011, 11/18/2011, GP, RXA-000810-19, ELEVATORS, 231207.37, 228578.56, 07/20/2009
301794, 1775 E 18TH ST BROOKLYN NY, 11229, 2020, 1, CO230041OM, OM, CLOSED, 03/20/2014, 06/10/2014, GR, ROM-00033-14, INTERCOM, 10500.00, 10500.00, 11/12/2013
301794, 1775 E 18TH ST BROOKLYN NY, 11229, 2020, 1, FW230006OM, OM, CLOSED, 11/07/2017, 04/30/2018, GP, ROM-00040-18, WATER BOOSTER, 29500.00, 28812.50, 07/05/2017
373559, 2044 E 18TH ST BROOKLYN NY, 11229, 2020, 0, YJ210050OM, OM, CLOSED, 10/28/2010, 09/26/2011, GP, RISF-00068-13, ELEVATOR UPGRADING, 43800.00, 43800.00, 05/04/2009
373559, 2044 E 18TH ST BROOKLYN NY, 11229, 2020, 0, YJ210050OM, OM, CLOSED, 10/28/2010, 09/26/2011, GP, RISF-00068-13, APARTMENT WINDOWS, 51340.00, 50102.88, 04/08/2010
373559, 2044 E 18TH ST BROOKLYN NY, 11229, 2020, 0, BM210017X, X, CLOSED, 01/10/2013, 09/12/2013, GR, RX-00011-13
373559, 2044 E 18TH ST BROOKLYN NY, 11229, 2020, 0, BU210020X, X, CLOSED, 09/06/2013, 09/12/2013, GR, RX-00011-13
